capteurs_id,valeurs_capteurs,date,time,versoud_data
9.0,21.266,2020-07-24,02:00,17.0
1.0,21.351,2020-07-24,03:00,17.1
10.0,20.484,2020-07-24,03:00,17.1
11.0,20.747,2020-07-24,03:00,17.1
12.0,20.012,2020-07-24,03:00,17.1
13.0,20.55,2020-07-24,03:00,17.1
14.0,21.114,2020-07-24,03:00,17.1
15.0,20.605,2020-07-24,03:00,17.1
16.0,20.698,2020-07-24,03:00,17.1
17.0,20.285,2020-07-24,03:00,17.1
18.0,20.756,2020-07-24,03:00,17.1
19.0,18.581,2020-07-24,03:00,17.1
2.0,21.561,2020-07-24,03:00,17.1
20.0,20.894,2020-07-24,03:00,17.1
21.0,19.154,2020-07-24,03:00,17.1
22.0,20.67,2020-07-24,03:00,17.1
23.0,21.319,2020-07-24,03:00,17.1
24.0,19.988,2020-07-24,03:00,17.1
25.0,21.201,2020-07-24,03:00,17.1
26.0,20.865,2020-07-24,03:00,17.1
27.0,20.8,2020-07-24,03:00,17.1
28.0,20.825,2020-07-24,03:00,17.1
29.0,21.228,2020-07-24,03:00,17.1
3.0,20.982,2020-07-24,03:00,17.1
30.0,21.84,2020-07-24,03:00,17.1
4.0,20.747,2020-07-24,03:00,17.1
5.0,21.793,2020-07-24,03:00,17.1
6.0,21.588,2020-07-24,03:00,17.1
7.0,20.813,2020-07-24,03:00,17.1
8.0,19.159,2020-07-24,03:00,17.1
9.0,20.703,2020-07-24,03:00,17.1
1.0,20.945,2020-07-24,04:00,17.3
10.0,20.501,2020-07-24,04:00,17.3
11.0,20.541,2020-07-24,04:00,17.3
12.0,20.221,2020-07-24,04:00,17.3
13.0,20.76,2020-07-24,04:00,17.3
14.0,20.914,2020-07-24,04:00,17.3
15.0,20.925,2020-07-24,04:00,17.3
16.0,20.583,2020-07-24,04:00,17.3
17.0,20.243,2020-07-24,04:00,17.3
18.0,20.265,2020-07-24,04:00,17.3
19.0,18.964,2020-07-24,04:00,17.3
2.0,21.369,2020-07-24,04:00,17.3
20.0,20.497,2020-07-24,04:00,17.3
21.0,18.716,2020-07-24,04:00,17.3
22.0,20.479,2020-07-24,04:00,17.3
23.0,21.147,2020-07-24,04:00,17.3
24.0,20.146,2020-07-24,04:00,17.3
25.0,21.161,2020-07-24,04:00,17.3
26.0,20.847,2020-07-24,04:00,17.3
27.0,20.444,2020-07-24,04:00,17.3
28.0,20.963,2020-07-24,04:00,17.3
29.0,21.328,2020-07-24,04:00,17.3
3.0,21.32,2020-07-24,04:00,17.3
30.0,21.633,2020-07-24,04:00,17.3
4.0,19.698,2020-07-24,04:00,17.3
5.0,21.36,2020-07-24,04:00,17.3
6.0,21.478,2020-07-24,04:00,17.3
7.0,20.7,2020-07-24,04:00,17.3
8.0,19.425,2020-07-24,04:00,17.3
9.0,20.738,2020-07-24,04:00,17.3
1.0,21.324,2020-07-24,05:00,18.1
10.0,20.641,2020-07-24,05:00,18.1
11.0,20.773,2020-07-24,05:00,18.1
12.0,20.202,2020-07-24,05:00,18.1
13.0,20.82,2020-07-24,05:00,18.1
14.0,21.08,2020-07-24,05:00,18.1
15.0,20.78,2020-07-24,05:00,18.1
16.0,20.559,2020-07-24,05:00,18.1
17.0,20.809,2020-07-24,05:00,18.1
18.0,21.007,2020-07-24,05:00,18.1
19.0,19.204,2020-07-24,05:00,18.1
2.0,21.134,2020-07-24,05:00,18.1
20.0,20.758,2020-07-24,05:00,18.1
21.0,18.938,2020-07-24,05:00,18.1
22.0,20.765,2020-07-24,05:00,18.1
23.0,21.489,2020-07-24,05:00,18.1
24.0,20.151,2020-07-24,05:00,18.1
25.0,21.19,2020-07-24,05:00,18.1
26.0,20.241,2020-07-24,05:00,18.1
27.0,20.645,2020-07-24,05:00,18.1
28.0,21.156,2020-07-24,05:00,18.1
29.0,21.136,2020-07-24,05:00,18.1
3.0,20.787,2020-07-24,05:00,18.1
30.0,21.337,2020-07-24,05:00,18.1
4.0,19.888,2020-07-24,05:00,18.1
5.0,21.174,2020-07-24,05:00,18.1
6.0,21.386,2020-07-24,05:00,18.1
7.0,20.556,2020-07-24,05:00,18.1
8.0,19.428,2020-07-24,05:00,18.1
9.0,20.539,2020-07-24,05:00,18.1
1.0,20.709,2020-07-24,06:00,17.9
10.0,19.943,2020-07-24,06:00,17.9
11.0,19.356,2020-07-24,06:00,17.9
12.0,19.156,2020-07-24,06:00,17.9
13.0,19.752,2020-07-24,06:00,17.9
14.0,20.215,2020-07-24,06:00,17.9
15.0,20.114,2020-07-24,06:00,17.9
16.0,19.349,2020-07-24,06:00,17.9
17.0,19.109,2020-07-24,06:00,17.9
18.0,20.296,2020-07-24,06:00,17.9
19.0,18.594,2020-07-24,06:00,17.9
2.0,20.914,2020-07-24,06:00,17.9
20.0,19.469,2020-07-24,06:00,17.9
21.0,17.485,2020-07-24,06:00,17.9
22.0,20.355,2020-07-24,06:00,17.9
23.0,20.78,2020-07-24,06:00,17.9
24.0,20.263,2020-07-24,06:00,17.9
25.0,20.504,2020-07-24,06:00,17.9
26.0,21.47,2020-07-24,06:00,17.9
27.0,21.018,2020-07-24,06:00,17.9
28.0,20.8,2020-07-24,06:00,17.9
29.0,20.365,2020-07-24,06:00,17.9
3.0,20.829,2020-07-24,06:00,17.9
30.0,20.943,2020-07-24,06:00,17.9
4.0,19.243,2020-07-24,06:00,17.9
5.0,20.862,2020-07-24,06:00,17.9
6.0,21.319,2020-07-24,06:00,17.9
7.0,20.44,2020-07-24,06:00,17.9
8.0,19.189,2020-07-24,06:00,17.9
9.0,20.028,2020-07-24,06:00,17.9
1.0,19.894,2020-07-24,07:00,17.8
10.0,19.239,2020-07-24,07:00,17.8
11.0,19.554,2020-07-24,07:00,17.8
12.0,19.133,2020-07-24,07:00,17.8
13.0,19.373,2020-07-24,07:00,17.8
14.0,19.497,2020-07-24,07:00,17.8
15.0,19.567,2020-07-24,07:00,17.8
16.0,19.079,2020-07-24,07:00,17.8
17.0,19.118,2020-07-24,07:00,17.8
18.0,19.658,2020-07-24,07:00,17.8
19.0,18.899,2020-07-24,07:00,17.8
2.0,20.523,2020-07-24,07:00,17.8
20.0,19.497,2020-07-24,07:00,17.8
21.0,17.734,2020-07-24,07:00,17.8
22.0,19.53,2020-07-24,07:00,17.8
23.0,19.722,2020-07-24,07:00,17.8
24.0,19.219,2020-07-24,07:00,17.8
25.0,19.582,2020-07-24,07:00,17.8
26.0,21.047,2020-07-24,07:00,17.8
27.0,20.734,2020-07-24,07:00,17.8
28.0,20.389,2020-07-24,07:00,17.8
29.0,19.673,2020-07-24,07:00,17.8
3.0,20.01,2020-07-24,07:00,17.8
30.0,19.741,2020-07-24,07:00,17.8
4.0,19.286,2020-07-24,07:00,17.8
5.0,19.733,2020-07-24,07:00,17.8
6.0,20.521,2020-07-24,07:00,17.8
7.0,19.805,2020-07-24,07:00,17.8
8.0,18.547,2020-07-24,07:00,17.8
9.0,19.3,2020-07-24,07:00,17.8
1.0,19.726,2020-07-24,08:00,18.1
10.0,19.035,2020-07-24,08:00,18.1
11.0,18.872,2020-07-24,08:00,18.1
12.0,18.639,2020-07-24,08:00,18.1
13.0,19.189,2020-07-24,08:00,18.1
14.0,19.197,2020-07-24,08:00,18.1
15.0,19.102,2020-07-24,08:00,18.1
16.0,19.328,2020-07-24,08:00,18.1
17.0,19.131,2020-07-24,08:00,18.1
18.0,19.356,2020-07-24,08:00,18.1
19.0,18.605,2020-07-24,08:00,18.1
2.0,19.993,2020-07-24,08:00,18.1
20.0,19.276,2020-07-24,08:00,18.1
21.0,17.776,2020-07-24,08:00,18.1
22.0,19.447,2020-07-24,08:00,18.1
23.0,19.708,2020-07-24,08:00,18.1
24.0,18.884,2020-07-24,08:00,18.1
25.0,19.586,2020-07-24,08:00,18.1
26.0,20.045,2020-07-24,08:00,18.1
27.0,19.875,2020-07-24,08:00,18.1
28.0,19.48,2020-07-24,08:00,18.1
29.0,19.415,2020-07-24,08:00,18.1
3.0,19.756,2020-07-24,08:00,18.1
30.0,19.591,2020-07-24,08:00,18.1
4.0,18.889,2020-07-24,08:00,18.1
5.0,19.575,2020-07-24,08:00,18.1
6.0,20.116,2020-07-24,08:00,18.1
7.0,19.432,2020-07-24,08:00,18.1
8.0,18.854,2020-07-24,08:00,18.1
9.0,19.12,2020-07-24,08:00,18.1
1.0,20.694,2020-07-24,09:00,19.6
10.0,20.774,2020-07-24,09:00,19.6
11.0,21.083,2020-07-24,09:00,19.6
12.0,20.789,2020-07-24,09:00,19.6
13.0,22.05,2020-07-24,09:00,19.6
14.0,20.703,2020-07-24,09:00,19.6
15.0,21.599,2020-07-24,09:00,19.6
16.0,21.903,2020-07-24,09:00,19.6
17.0,21.474,2020-07-24,09:00,19.6
18.0,21.525,2020-07-24,09:00,19.6
19.0,21.447,2020-07-24,09:00,19.6
2.0,21.123,2020-07-24,09:00,19.6
20.0,21.498,2020-07-24,09:00,19.6
21.0,20.065,2020-07-24,09:00,19.6
22.0,21.266,2020-07-24,09:00,19.6
23.0,20.74,2020-07-24,09:00,19.6
24.0,20.743,2020-07-24,09:00,19.6
25.0,21.378,2020-07-24,09:00,19.6
26.0,21.537,2020-07-24,09:00,19.6
27.0,22.422,2020-07-24,09:00,19.6
28.0,21.642,2020-07-24,09:00,19.6
29.0,20.949,2020-07-24,09:00,19.6
3.0,20.996,2020-07-24,09:00,19.6
30.0,20.732,2020-07-24,09:00,19.6
4.0,20.998,2020-07-24,09:00,19.6
5.0,20.789,2020-07-24,09:00,19.6
6.0,21.027,2020-07-24,09:00,19.6
7.0,21.967,2020-07-24,09:00,19.6
8.0,19.719,2020-07-24,09:00,19.6
9.0,21.002,2020-07-24,09:00,19.6
1.0,21.766,2020-07-24,10:00,22.7
10.0,23.02,2020-07-24,10:00,22.7
11.0,23.034,2020-07-24,10:00,22.7
12.0,22.922,2020-07-24,10:00,22.7
13.0,23.998,2020-07-24,10:00,22.7
14.0,22.866,2020-07-24,10:00,22.7
15.0,22.963,2020-07-24,10:00,22.7
16.0,24.618,2020-07-24,10:00,22.7
17.0,23.792,2020-07-24,10:00,22.7
18.0,23.524,2020-07-24,10:00,22.7
19.0,24.044,2020-07-24,10:00,22.7
2.0,22.095,2020-07-24,10:00,22.7
20.0,24.063,2020-07-24,10:00,22.7
21.0,22.172,2020-07-24,10:00,22.7
22.0,23.013,2020-07-24,10:00,22.7
23.0,22.486,2020-07-24,10:00,22.7
24.0,22.714,2020-07-24,10:00,22.7
25.0,23.736,2020-07-24,10:00,22.7
26.0,22.652,2020-07-24,10:00,22.7
27.0,24.649,2020-07-24,10:00,22.7
28.0,23.024,2020-07-24,10:00,22.7
29.0,22.732,2020-07-24,10:00,22.7
3.0,22.778,2020-07-24,10:00,22.7
30.0,22.581,2020-07-24,10:00,22.7
4.0,23.56,2020-07-24,10:00,22.7
5.0,22.418,2020-07-24,10:00,22.7
6.0,23.279,2020-07-24,10:00,22.7
7.0,24.55,2020-07-24,10:00,22.7
8.0,21.689,2020-07-24,10:00,22.7
9.0,23.295,2020-07-24,10:00,22.7
1.0,24.623,2020-07-24,11:00,23.5
10.0,24.737,2020-07-24,11:00,23.5
11.0,26.189,2020-07-24,11:00,23.5
12.0,24.733,2020-07-24,11:00,23.5
13.0,25.977,2020-07-24,11:00,23.5
14.0,24.508,2020-07-24,11:00,23.5
15.0,24.771,2020-07-24,11:00,23.5
16.0,26.02,2020-07-24,11:00,23.5
17.0,25.441,2020-07-24,11:00,23.5
18.0,25.229,2020-07-24,11:00,23.5
19.0,24.147,2020-07-24,11:00,23.5
2.0,24.663,2020-07-24,11:00,23.5
20.0,25.541,2020-07-24,11:00,23.5
21.0,24.391,2020-07-24,11:00,23.5
22.0,25.628,2020-07-24,11:00,23.5
23.0,24.614,2020-07-24,11:00,23.5
24.0,25.562,2020-07-24,11:00,23.5
25.0,25.116,2020-07-24,11:00,23.5
26.0,25.442,2020-07-24,11:00,23.5
27.0,26.821,2020-07-24,11:00,23.5
28.0,25.915,2020-07-24,11:00,23.5
29.0,24.82,2020-07-24,11:00,23.5
3.0,25.012,2020-07-24,11:00,23.5
30.0,24.496,2020-07-24,11:00,23.5
4.0,25.356,2020-07-24,11:00,23.5
5.0,24.361,2020-07-24,11:00,23.5
6.0,25.484,2020-07-24,11:00,23.5
7.0,26.035,2020-07-24,11:00,23.5
8.0,25.552,2020-07-24,11:00,23.5
9.0,24.881,2020-07-24,11:00,23.5
1.0,27.774,2020-07-24,12:00,25.2
10.0,26.627,2020-07-24,12:00,25.2
11.0,26.569,2020-07-24,12:00,25.2
12.0,25.856,2020-07-24,12:00,25.2
13.0,27.721,2020-07-24,12:00,25.2
14.0,26.534,2020-07-24,12:00,25.2
15.0,26.476,2020-07-24,12:00,25.2
16.0,26.641,2020-07-24,12:00,25.2
17.0,27.358,2020-07-24,12:00,25.2
18.0,27.102,2020-07-24,12:00,25.2
19.0,25.413,2020-07-24,12:00,25.2
2.0,26.192,2020-07-24,12:00,25.2
20.0,27.854,2020-07-24,12:00,25.2
21.0,26.613,2020-07-24,12:00,25.2
22.0,27.569,2020-07-24,12:00,25.2
23.0,26.488,2020-07-24,12:00,25.2
24.0,27.568,2020-07-24,12:00,25.2
25.0,25.676,2020-07-24,12:00,25.2
26.0,26.956,2020-07-24,12:00,25.2
27.0,27.694,2020-07-24,12:00,25.2
28.0,26.799,2020-07-24,12:00,25.2
29.0,26.603,2020-07-24,12:00,25.2
3.0,26.896,2020-07-24,12:00,25.2
30.0,25.7,2020-07-24,12:00,25.2
4.0,27.597,2020-07-24,12:00,25.2
5.0,26.292,2020-07-24,12:00,25.2
6.0,27.667,2020-07-24,12:00,25.2
7.0,26.12,2020-07-24,12:00,25.2
8.0,25.737,2020-07-24,12:00,25.2
9.0,26.522,2020-07-24,12:00,25.2
1.0,28.57,2020-07-24,13:00,26.9
10.0,28.248,2020-07-24,13:00,26.9
11.0,28.422,2020-07-24,13:00,26.9
12.0,27.592,2020-07-24,13:00,26.9
13.0,29.232,2020-07-24,13:00,26.9
14.0,28.07,2020-07-24,13:00,26.9
15.0,28.171,2020-07-24,13:00,26.9
16.0,29.326,2020-07-24,13:00,26.9
17.0,29.32,2020-07-24,13:00,26.9
18.0,28.209,2020-07-24,13:00,26.9
19.0,26.835,2020-07-24,13:00,26.9
2.0,27.581,2020-07-24,13:00,26.9
20.0,29.237,2020-07-24,13:00,26.9
21.0,27.363,2020-07-24,13:00,26.9
22.0,28.35,2020-07-24,13:00,26.9
23.0,29.343,2020-07-24,13:00,26.9
24.0,28.692,2020-07-24,13:00,26.9
25.0,27.411,2020-07-24,13:00,26.9
26.0,29.075,2020-07-24,13:00,26.9
27.0,28.007,2020-07-24,13:00,26.9
28.0,29.121,2020-07-24,13:00,26.9
29.0,28.791,2020-07-24,13:00,26.9
3.0,28.687,2020-07-24,13:00,26.9
30.0,27.588,2020-07-24,13:00,26.9
4.0,28.141,2020-07-24,13:00,26.9
5.0,27.209,2020-07-24,13:00,26.9
6.0,29.175,2020-07-24,13:00,26.9
7.0,27.665,2020-07-24,13:00,26.9
8.0,29.272,2020-07-24,13:00,26.9
9.0,28.879,2020-07-24,13:00,26.9
1.0,29.848,2020-07-24,14:00,27.6
10.0,28.319,2020-07-24,14:00,27.6
11.0,30.068,2020-07-24,14:00,27.6
12.0,29.104,2020-07-24,14:00,27.6
13.0,31.648,2020-07-24,14:00,27.6
14.0,28.35,2020-07-24,14:00,27.6
15.0,29.641,2020-07-24,14:00,27.6
16.0,30.688,2020-07-24,14:00,27.6
17.0,29.444,2020-07-24,14:00,27.6
18.0,31.193,2020-07-24,14:00,27.6
19.0,28.399,2020-07-24,14:00,27.6
2.0,29.86,2020-07-24,14:00,27.6
20.0,30.214,2020-07-24,14:00,27.6
21.0,28.905,2020-07-24,14:00,27.6
22.0,29.885,2020-07-24,14:00,27.6
23.0,29.628,2020-07-24,14:00,27.6
24.0,29.774,2020-07-24,14:00,27.6
25.0,27.823,2020-07-24,14:00,27.6
26.0,28.869,2020-07-24,14:00,27.6
27.0,29.463,2020-07-24,14:00,27.6
28.0,31.188,2020-07-24,14:00,27.6
29.0,29.129,2020-07-24,14:00,27.6
3.0,29.56,2020-07-24,14:00,27.6
30.0,28.637,2020-07-24,14:00,27.6
4.0,29.067,2020-07-24,14:00,27.6
5.0,28.073,2020-07-24,14:00,27.6
6.0,29.597,2020-07-24,14:00,27.6
7.0,27.821,2020-07-24,14:00,27.6
8.0,28.837,2020-07-24,14:00,27.6
9.0,28.805,2020-07-24,14:00,27.6
1.0,30.676,2020-07-24,15:00,27.0
10.0,27.981,2020-07-24,15:00,27.0
11.0,28.996,2020-07-24,15:00,27.0
12.0,28.856,2020-07-24,15:00,27.0
13.0,31.097,2020-07-24,15:00,27.0
14.0,29.638,2020-07-24,15:00,27.0
15.0,29.218,2020-07-24,15:00,27.0
16.0,30.974,2020-07-24,15:00,27.0
17.0,29.604,2020-07-24,15:00,27.0
18.0,30.818,2020-07-24,15:00,27.0
19.0,28.626,2020-07-24,15:00,27.0
2.0,30.482,2020-07-24,15:00,27.0
20.0,30.303,2020-07-24,15:00,27.0
21.0,29.407,2020-07-24,15:00,27.0
22.0,30.813,2020-07-24,15:00,27.0
23.0,30.356,2020-07-24,15:00,27.0
24.0,29.515,2020-07-24,15:00,27.0
25.0,28.896,2020-07-24,15:00,27.0
26.0,30.046,2020-07-24,15:00,27.0
27.0,30.001,2020-07-24,15:00,27.0
28.0,32.624,2020-07-24,15:00,27.0
29.0,30.745,2020-07-24,15:00,27.0
3.0,29.517,2020-07-24,15:00,27.0
30.0,30.539,2020-07-24,15:00,27.0
4.0,29.913,2020-07-24,15:00,27.0
5.0,29.131,2020-07-24,15:00,27.0
6.0,30.085,2020-07-24,15:00,27.0
7.0,28.876,2020-07-24,15:00,27.0
8.0,27.929,2020-07-24,15:00,27.0
9.0,28.736,2020-07-24,15:00,27.0
1.0,30.185,2020-07-24,16:00,27.0
10.0,28.761,2020-07-24,16:00,27.0
11.0,31.253,2020-07-24,16:00,27.0
12.0,29.141,2020-07-24,16:00,27.0
13.0,32.757,2020-07-24,16:00,27.0
14.0,31.431,2020-07-24,16:00,27.0
15.0,29.304,2020-07-24,16:00,27.0
16.0,31.316,2020-07-24,16:00,27.0
17.0,29.92,2020-07-24,16:00,27.0
18.0,29.313,2020-07-24,16:00,27.0
19.0,29.53,2020-07-24,16:00,27.0
2.0,31.089,2020-07-24,16:00,27.0
20.0,30.999,2020-07-24,16:00,27.0
21.0,28.546,2020-07-24,16:00,27.0
22.0,29.49,2020-07-24,16:00,27.0
23.0,29.441,2020-07-24,16:00,27.0
24.0,29.848,2020-07-24,16:00,27.0
25.0,30.011,2020-07-24,16:00,27.0
26.0,29.47,2020-07-24,16:00,27.0
27.0,30.145,2020-07-24,16:00,27.0
28.0,32.647,2020-07-24,16:00,27.0
29.0,30.788,2020-07-24,16:00,27.0
3.0,29.555,2020-07-24,16:00,27.0
30.0,32.358,2020-07-24,16:00,27.0
4.0,30.639,2020-07-24,16:00,27.0
5.0,31.496,2020-07-24,16:00,27.0
6.0,31.308,2020-07-24,16:00,27.0
7.0,28.643,2020-07-24,16:00,27.0
8.0,28.741,2020-07-24,16:00,27.0
9.0,29.648,2020-07-24,16:00,27.0
1.0,29.582,2020-07-24,17:00,26.6
10.0,29.65,2020-07-24,17:00,26.6
11.0,30.902,2020-07-24,17:00,26.6
12.0,29.848,2020-07-24,17:00,26.6
13.0,31.563,2020-07-24,17:00,26.6
14.0,31.067,2020-07-24,17:00,26.6
15.0,29.247,2020-07-24,17:00,26.6
16.0,31.171,2020-07-24,17:00,26.6
17.0,29.542,2020-07-24,17:00,26.6
18.0,30.639,2020-07-24,17:00,26.6
19.0,29.836,2020-07-24,17:00,26.6
2.0,29.908,2020-07-24,17:00,26.6
20.0,31.808,2020-07-24,17:00,26.6
21.0,28.666,2020-07-24,17:00,26.6
22.0,30.274,2020-07-24,17:00,26.6
23.0,29.077,2020-07-24,17:00,26.6
24.0,29.215,2020-07-24,17:00,26.6
25.0,29.571,2020-07-24,17:00,26.6
26.0,29.814,2020-07-24,17:00,26.6
27.0,29.626,2020-07-24,17:00,26.6
28.0,30.905,2020-07-24,17:00,26.6
29.0,30.34,2020-07-24,17:00,26.6
3.0,29.036,2020-07-24,17:00,26.6
30.0,30.613,2020-07-24,17:00,26.6
4.0,28.485,2020-07-24,17:00,26.6
5.0,30.313,2020-07-24,17:00,26.6
6.0,30.1,2020-07-24,17:00,26.6
7.0,29.464,2020-07-24,17:00,26.6
8.0,28.807,2020-07-24,17:00,26.6
9.0,29.682,2020-07-24,17:00,26.6
1.0,30.328,2020-07-24,18:00,24.5
10.0,28.796,2020-07-24,18:00,24.5
11.0,29.257,2020-07-24,18:00,24.5
12.0,29.426,2020-07-24,18:00,24.5
13.0,31.618,2020-07-24,18:00,24.5
14.0,29.432,2020-07-24,18:00,24.5
15.0,29.197,2020-07-24,18:00,24.5
16.0,30.45,2020-07-24,18:00,24.5
17.0,29.298,2020-07-24,18:00,24.5
18.0,31.218,2020-07-24,18:00,24.5
19.0,29.363,2020-07-24,18:00,24.5
2.0,30.758,2020-07-24,18:00,24.5
20.0,30.915,2020-07-24,18:00,24.5
21.0,28.17,2020-07-24,18:00,24.5
22.0,29.93,2020-07-24,18:00,24.5
23.0,29.532,2020-07-24,18:00,24.5
24.0,28.95,2020-07-24,18:00,24.5
25.0,30.086,2020-07-24,18:00,24.5
26.0,29.589,2020-07-24,18:00,24.5
27.0,29.283,2020-07-24,18:00,24.5
28.0,29.974,2020-07-24,18:00,24.5
29.0,29.913,2020-07-24,18:00,24.5
3.0,29.432,2020-07-24,18:00,24.5
30.0,30.14,2020-07-24,18:00,24.5
4.0,28.725,2020-07-24,18:00,24.5
5.0,30.701,2020-07-24,18:00,24.5
6.0,29.407,2020-07-24,18:00,24.5
7.0,29.033,2020-07-24,18:00,24.5
8.0,28.582,2020-07-24,18:00,24.5
9.0,29.776,2020-07-24,18:00,24.5
1.0,27.789,2020-07-24,19:00,22.2
10.0,26.45,2020-07-24,19:00,22.2
11.0,26.246,2020-07-24,19:00,22.2
12.0,26.4,2020-07-24,19:00,22.2
13.0,27.266,2020-07-24,19:00,22.2
14.0,26.452,2020-07-24,19:00,22.2
15.0,26.833,2020-07-24,19:00,22.2
16.0,27.011,2020-07-24,19:00,22.2
17.0,26.871,2020-07-24,19:00,22.2
18.0,27.409,2020-07-24,19:00,22.2
19.0,26.192,2020-07-24,19:00,22.2
2.0,28.07,2020-07-24,19:00,22.2
20.0,27.435,2020-07-24,19:00,22.2
21.0,27.366,2020-07-24,19:00,22.2
22.0,27.774,2020-07-24,19:00,22.2
23.0,28.287,2020-07-24,19:00,22.2
24.0,26.605,2020-07-24,19:00,22.2
25.0,27.156,2020-07-24,19:00,22.2
26.0,27.942,2020-07-24,19:00,22.2
27.0,27.353,2020-07-24,19:00,22.2
28.0,27.308,2020-07-24,19:00,22.2
29.0,27.331,2020-07-24,19:00,22.2
3.0,28.377,2020-07-24,19:00,22.2
30.0,27.322,2020-07-24,19:00,22.2
4.0,26.07,2020-07-24,19:00,22.2
5.0,27.576,2020-07-24,19:00,22.2
6.0,28.149,2020-07-24,19:00,22.2
7.0,26.752,2020-07-24,19:00,22.2
8.0,26.258,2020-07-24,19:00,22.2
9.0,26.565,2020-07-24,19:00,22.2
1.0,24.483,2020-07-24,20:00,20.8
10.0,23.725,2020-07-24,20:00,20.8
11.0,23.968,2020-07-24,20:00,20.8
12.0,24.005,2020-07-24,20:00,20.8
13.0,23.972,2020-07-24,20:00,20.8
14.0,23.968,2020-07-24,20:00,20.8
